id,a1_r12,a1_r13,a1_r14,a1_r15,a1_r16
8541,97,55,54,86,60
8542,13,33,88,94,82
8543,18,19,79,89,75
8544,35,4,26,43,18
8545,57,1,82,22,16
8546,19,45,5,93,99
8547,33,64,89,77,31
8548,93,34,79,20,98
8549,99,57,50,81,11
8550,93,85,56,89,63
8551,15,73,55,43,41
8552,78,85,90,92,93
8553,85,76,75,3,51
8554,45,57,42,72,59
8555,92,16,84,30,26
8556,32,70,38,97,44
8557,80,25,73,41,14
8558,74,92,14,46,48
8559,70,59,0,86,39
8560,16,9,93,96,48
8561,85,1,69,62,34
8562,94,54,87,0,63
8563,1,68,25,43,79
8564,83,13,40,8,2
8565,57,96,28,79,30
8566,38,17,95,54,66
8567,93,7,76,91,71
8568,89,48,29,38,47
8569,4,90,20,19,22
8570,99,23,50,16,35
8571,80,31,87,29,99
8572,59,50,61,2,93
8573,57,33,100,70,14
8574,64,54,61,74,76
8575,43,62,79,97,88
8576,75,14,29,92,62
8577,71,93,90,49,52
8578,50,44,68,11,47
8579,85,51,49,52,100
8580,37,42,15,87,24
8581,16,16,11,57,91
8582,68,50,12,45,9
8583,16,53,46,61,97
8584,59,0,92,40,73
8585,83,69,33,20,39
8586,77,42,64,67,61
8587,22,73,1,24,95
8588,59,43,10,57,87
8589,65,83,11,5,21
8590,82,22,85,41,5
8591,47,51,90,60,23
8592,72,68,33,15,72
8593,59,42,65,95,43
8594,98,93,78,54,62
8595,10,31,53,79,0
8596,45,37,43,73,70
8597,2,44,20,71,50
8598,48,49,62,69,62
8599,91,32,46,71,37
8600,1,16,77,18,100
8601,27,97,90,2,94
8602,48,56,38,84,52
8603,101,91,99,71,43
8604,8,56,71,96,47
8605,1,100,80,80,78
8606,65,54,84,98,62
8607,87,58,32,40,100
8608,46,19,75,87,82
8609,27,58,4,1,98
8610,75,44,65,6,37
8611,39,34,17,61,6
8612,9,29,95,4,1
8613,14,77,88,27,20
8614,43,95,19,51,21
8615,29,56,16,20,67
8616,98,28,57,66,83
8617,68,46,75,40,31
8618,10,89,38,96,11
8619,37,87,28,70,7
8620,55,7,55,15,12
8621,85,93,55,19,88
8622,82,36,5,84,26
8623,97,29,26,100,26
8624,23,88,69,44,36
8625,35,5,45,29,36
8626,37,58,47,13,1
8627,2,63,3,23,97
8628,34,78,9,9,76
8629,31,35,80,85,62
8630,66,41,62,65,56
8631,88,81,12,64,34
8632,33,24,31,19,87
8633,77,84,38,40,42
8634,54,96,24,60,33
8635,90,4,18,78,100
8636,2,13,1,12,35
8637,95,39,25,95,71
8638,26,88,46,24,47
8639,29,46,48,45,82
8640,4,90,43,61,27
8641,79,10,44,98,55
8642,48,22,47,28,90
8643,70,63,83,64,8
8644,30,3,43,55,88
8645,45,34,19,15,95
8646,83,92,96,6,56
8647,1,85,59,78,88
8648,63,51,54,32,12
8649,43,8,7,92,94
8650,85,50,96,81,2
8651,76,53,6,30,23
8652,31,70,9,66,61
8653,20,97,57,57,24
8654,84,95,47,37,70
8655,1,35,38,97,15
8656,79,29,46,47,48
8657,17,37,95,75,95
8658,78,24,45,49,65
8659,71,18,87,27,77
8660,85,36,50,55,10
8661,1,79,76,21,17
8662,83,78,13,83,27
8663,3,70,44,23,78
8664,13,98,73,75,11
8665,45,75,43,91,78
8666,28,58,21,52,50
8667,94,95,83,72,58
8668,49,41,84,2,100
8669,34,98,59,59,81
8670,59,15,48,30,10
8671,56,82,47,31,35
8672,28,5,46,4,63
8673,85,93,42,34,23
8674,9,23,68,11,66
8675,28,31,84,76,23
8676,24,53,78,90,99
8677,44,4,83,64,5
8678,49,70,73,58,35
8679,70,46,4,65,9
8680,84,47,66,94,6
8681,59,5,51,10,39
8682,16,70,50,38,4
8683,96,38,62,86,78
8684,29,71,15,42,11
8685,93,38,21,28,81
8686,4,13,90,57,92
8687,81,19,5,82,23
8688,58,89,31,59,72
8689,82,90,68,30,96
8690,51,80,91,101,41
8691,69,90,37,34,36
8692,56,26,98,85,43
8693,3,28,87,38,80
8694,62,37,73,78,31
8695,54,101,18,50,90
8696,58,19,76,48,20
8697,36,83,4,8,58
8698,89,42,21,76,41
8699,5,22,17,54,26
8700,60,74,80,78,1
8701,94,29,52,41,62
8702,80,50,73,12,68
8703,29,14,46,13,46
8704,100,36,1,14,92
8705,77,89,31,2,40
8706,31,35,97,15,92
8707,44,26,51,62,2
8708,58,93,92,54,94
8709,9,31,11,62,66
8710,35,61,38,66,2
8711,22,52,60,27,62
8712,4,47,87,69,12
8713,88,86,20,82,9
8714,55,63,99,15,49
8715,62,4,55,18,64
8716,16,19,7,40,9
8717,32,25,61,49,60
8718,42,59,86,87,83
8719,42,3,95,19,43
8720,73,13,96,76,57
8721,5,17,22,32,3
8722,81,16,67,97,72
8723,63,10,79,63,41
8724,19,61,4,51,40
8725,95,52,20,79,52
8726,10,75,33,27,59
8727,50,89,95,66,51
8728,93,92,77,39,47
8729,55,24,63,55,75
8730,98,54,21,80,13
8731,10,71,66,70,64
8732,92,82,5,10,93
8733,27,16,72,39,80
8734,85,20,79,101,86
8735,72,72,91,78,2
8736,59,96,41,19,62
8737,94,41,88,86,2
8738,2,40,78,50,19
8739,53,73,85,23,19
8740,48,27,49,64,40
8741,94,46,83,9,89
8742,10,14,83,39,13
8743,48,37,69,22,88
8744,95,22,88,87,56
8745,65,52,41,50,23
8746,89,51,32,69,48
8747,76,53,99,64,97
8748,43,22,78,17,56
8749,32,14,16,96,83
8750,101,3,6,56,74
8751,70,16,50,97,66
8752,14,42,76,33,42
8753,64,9,23,45,34
8754,81,92,27,9,53
8755,21,94,57,23,56
8756,22,61,4,54,100
8757,35,22,76,83,41
8758,9,98,43,84,55
8759,12,87,55,71,77
8760,42,36,46,22,16
8761,5,18,85,62,41
8762,91,73,82,53,27
8763,5,91,42,54,67
8764,11,86,85,76,58
8765,72,57,61,43,98
8766,35,1,18,57,25
8767,57,27,74,39,32
8768,16,17,47,57,16
8769,84,83,74,42,77
8770,21,89,80,77,29
8771,2,50,40,8,7
8772,22,83,18,35,76
8773,15,17,8,27,41
8774,36,95,83,22,44
8775,73,73,78,0,64
8776,81,38,58,35,45
8777,43,30,8,47,43
8778,29,88,84,38,26
8779,81,11,1,31,20
8780,31,86,98,16,88
8781,51,101,75,70,77
8782,69,28,81,25,74
8783,30,59,10,97,14
8784,67,50,27,6,90
8785,33,31,63,38,86
8786,71,68,46,70,69
8787,25,13,9,96,57
8788,7,99,9,57,70
8789,8,88,93,71,18
8790,4,6,45,55,18
8791,12,72,20,58,7
8792,54,80,73,80,87
8793,56,38,27,66,83
8794,63,24,9,31,61
8795,98,100,63,52,30
8796,10,81,95,14,82
8797,88,74,8,34,86
8798,63,25,11,95,85
8799,94,91,91,52,67
8800,64,65,85,52,39
8801,4,38,73,23,21
8802,68,51,22,92,48
8803,76,67,27,45,73
8804,6,0,100,67,95
8805,4,6,50,63,81
8806,14,57,64,86,68
8807,35,86,74,44,45
8808,71,75,22,12,26
8809,34,67,80,90,80
8810,24,86,83,62,10
8811,48,100,2,17,44
8812,2,35,50,2,100
8813,99,65,45,13,71
8814,96,63,87,5,43
8815,80,79,36,16,42
8816,92,20,63,6,20
8817,12,27,25,38,93
8818,41,39,40,89,66
8819,15,63,79,77,44
8820,59,55,52,62,20
8821,60,90,25,28,29
8822,34,100,85,92,2
8823,32,31,63,11,95
8824,64,84,90,31,66
8825,54,89,62,73,5
8826,40,27,12,16,34
8827,46,8,29,68,54
8828,26,49,9,89,70
8829,10,59,48,55,8
8830,98,48,18,14,73
8831,56,45,19,51,22
8832,25,38,22,50,62
8833,4,2,24,60,72
8834,86,29,58,63,15
8835,50,60,27,44,48
8836,57,1,4,86,28
8837,34,37,85,72,58
8838,17,49,57,83,46
8839,60,76,31,6,19
8840,89,48,58,7,60
8841,70,100,72,29,41
8842,2,88,62,18,101
8843,52,101,27,44,10
8844,10,75,65,72,31
8845,62,90,2,26,16
8846,12,44,74,27,100
8847,51,69,18,50,95
8848,99,79,87,82,44
8849,21,2,10,34,70
8850,41,75,80,50,65
8851,68,33,82,48,64
8852,28,83,11,65,47
8853,6,80,21,28,50
8854,46,7,71,90,27
8855,98,12,84,79,55
8856,24,76,84,19,93
8857,41,63,36,13,41
8858,94,11,41,69,99
8859,23,97,73,38,60
8860,59,82,71,36,74
8861,85,6,12,64,45
8862,40,12,17,22,1
8863,90,10,20,82,39
8864,16,29,19,82,56
8865,75,50,34,10,75
8866,99,75,4,54,1
8867,59,100,67,86,73
8868,29,17,58,16,41
8869,95,61,100,80,43
8870,92,8,20,81,65
8871,24,7,92,79,101
8872,12,2,98,82,25
8873,2,53,2,49,50
8874,64,59,97,48,62
8875,78,22,69,31,79
8876,52,11,50,92,22
8877,66,22,19,61,47
8878,80,6,24,48,46
8879,22,66,35,6,8
8880,11,29,86,4,80
8881,77,22,15,47,11
8882,45,95,1,49,33
8883,66,27,43,88,92
8884,82,70,11,84,40
8885,70,98,81,55,98
8886,79,22,5,68,9
8887,22,52,88,16,15
8888,90,35,86,35,31
8889,2,42,62,34,77
8890,100,86,91,66,56
8891,34,3,28,83,54
8892,40,47,55,22,22
8893,96,64,49,30,65
8894,42,98,70,76,5
8895,13,20,89,62,27
8896,99,97,59,58,53
8897,37,60,71,66,68
8898,16,84,89,73,80
8899,25,0,70,7,78
8900,54,72,73,63,100
8901,38,9,32,100,65
8902,32,38,58,96,95
8903,23,41,96,46,44
8904,94,63,74,92,78
8905,54,75,34,59,63
8906,5,77,54,19,65
8907,91,53,90,45,47
8908,63,45,20,40,11
8909,90,57,67,97,2
8910,98,84,16,62,91
8911,84,63,101,31,44
8912,56,78,99,81,45
8913,0,67,27,49,85
8914,74,51,59,80,78
8915,60,26,75,95,16
8916,99,100,53,84,34
8917,80,12,97,51,78
8918,18,58,76,79,60
8919,75,21,66,59,1
8920,84,23,12,65,65
8921,25,95,56,46,90
8922,83,58,37,100,22
8923,91,83,28,24,75
8924,49,91,5,95,99
8925,76,41,76,3,87
8926,65,37,25,12,61
8927,4,8,22,24,24
8928,76,8,25,48,29
8929,27,48,7,86,100
8930,100,36,78,24,8
8931,49,55,42,77,25
8932,56,30,78,30,63
8933,73,59,78,29,39
8934,39,3,56,78,65
8935,86,4,98,35,83
8936,6,35,97,33,11
8937,92,6,2,34,47
8938,58,21,15,77,31
8939,91,84,25,66,55
8940,27,7,24,17,19
8941,94,37,99,18,52
8942,25,65,98,87,49
8943,33,8,57,71,93
8944,32,68,2,12,37
8945,9,35,61,20,8
8946,20,33,69,41,21
8947,23,6,49,68,50
8948,61,69,51,33,35
8949,40,98,99,60,40
8950,84,35,22,99,22
8951,57,1,47,13,6
8952,51,3,89,12,62
8953,58,16,80,42,100
8954,66,0,64,6,71
8955,74,74,83,20,51
8956,2,6,3,76,84
8957,18,45,86,61,81
8958,52,85,44,52,42
8959,56,99,40,25,6
8960,58,48,25,75,52
8961,37,100,40,46,39
8962,78,87,33,73,79
8963,37,69,77,58,71
8964,39,96,15,22,50
8965,22,22,25,9,22
8966,90,19,35,85,98
8967,15,36,78,15,26
8968,21,10,96,88,33
8969,73,59,99,9,52
8970,61,14,25,68,32
8971,47,74,11,68,63
8972,1,2,17,86,97
8973,68,41,22,19,18
8974,87,33,19,45,84
8975,28,22,71,94,14
8976,2,19,16,82,16
8977,99,10,90,31,100
8978,47,20,43,8,62
8979,83,99,94,90,34
8980,31,64,12,59,57
8981,40,3,15,8,30
8982,54,51,29,14,47
8983,14,22,82,100,65
8984,84,6,46,99,75
8985,89,17,23,3,76
8986,39,56,23,66,2
8987,59,82,87,14,15
8988,58,41,95,89,39
8989,100,90,86,76,79
8990,70,2,98,6,11
8991,4,37,41,22,68
8992,73,18,51,14,61
8993,100,52,72,77,27
8994,97,45,94,11,92
8995,13,60,5,63,101
8996,33,53,61,51,21
8997,2,31,57,26,20
8998,6,52,49,54,5
8999,60,71,14,77,52
9000,39,53,2,19,46
9001,79,18,40,85,80
9002,70,30,10,48,79
9003,1,25,87,6,25
9004,47,21,97,48,78
9005,95,73,9,23,68
9006,51,92,76,61,28
9007,96,2,81,80,69
9008,84,38,50,75,27
9009,49,59,64,60,27
9010,45,39,101,9,9
9011,64,5,94,41,43
9012,95,39,66,84,74
9013,71,94,54,39,39
9014,98,40,100,72,64
9015,85,16,47,23,18
9016,72,69,80,94,52
9017,95,98,92,94,100
9018,91,86,73,31,91
9019,49,31,69,62,50
9020,35,54,75,1,22
9021,82,72,86,97,54
9022,80,23,62,79,98
9023,21,34,55,3,81
9024,52,1,82,20,71
9025,5,47,45,58,13
9026,67,67,94,5,14
9027,68,10,48,98,73
9028,89,69,55,3,36
9029,0,66,62,69,50
9030,92,90,96,92,46
9031,86,10,86,99,49
9032,51,72,81,53,13
9033,98,78,33,8,74
9034,26,36,48,51,9
9035,67,69,54,62,87
9036,69,63,12,47,38
9037,78,76,23,90,61
9038,6,92,17,16,79
9039,25,92,13,9,31
9040,14,30,32,61,14
9041,17,13,50,23,33
9042,99,39,9,10,79
9043,80,90,15,10,57
9044,75,94,37,22,34
9045,98,84,23,49,58
9046,95,66,35,79,95
9047,40,47,51,19,84
9048,75,14,10,31,61
9049,82,10,61,65,49
9050,10,65,29,81,60
9051,46,3,3,74,96
9052,22,70,95,100,14
9053,38,5,47,27,78
9054,91,43,33,1,90
9055,40,19,55,76,11
9056,13,87,54,88,72
9057,100,38,87,12,59
9058,15,80,96,82,18
9059,99,91,81,30,43
9060,56,9,77,77,82
9061,100,11,66,36,24
9062,42,85,30,51,50
9063,41,0,60,33,16
9064,63,28,16,8,64
9065,3,28,26,54,26
9066,100,73,82,22,7
9067,38,10,59,23,89
9068,55,40,55,95,54
9069,78,98,19,98,79
9070,81,32,68,22,54
9071,31,96,82,66,44
9072,91,97,8,41,6
9073,86,1,44,91,20
9074,4,25,38,69,24
9075,39,54,63,62,24
9076,12,15,27,77,101
9077,91,32,46,4,53
9078,53,16,86,26,32
9079,60,24,84,16,34
9080,48,88,23,40,44
9081,43,81,84,32,3
9082,88,47,72,27,40
9083,45,85,41,0,28
9084,48,10,83,30,3
9085,47,39,88,78,83
9086,12,6,1,82,50
9087,5,75,93,91,4
9088,49,5,88,32,5
9089,82,33,13,9,96
9090,24,64,84,53,77
9091,29,21,68,51,42
9092,49,45,68,1,81
9093,38,52,53,83,80
9094,40,48,20,26,76
9095,18,92,44,78,27
9096,30,97,21,99,54
9097,22,79,42,47,21
9098,61,61,36,13,67
9099,28,61,97,83,83
9100,71,90,72,74,42
9101,88,81,81,43,72
9102,71,69,91,19,13
9103,64,91,49,61,41
9104,29,36,55,81,80
9105,88,49,72,3,99
9106,10,75,60,94,59
9107,9,27,26,4,32
9108,27,41,17,22,61
9109,24,36,30,71,27
9110,47,83,63,25,85
9111,12,33,7,86,57
9112,38,88,50,34,7
9113,58,50,66,83,87
9114,17,10,92,23,34
9115,28,4,27,21,92
9116,1,36,41,25,1
9117,50,99,25,61,38
9118,49,93,61,60,26
9119,47,85,65,30,27
9120,42,8,99,81,55
9121,88,15,22,46,33
9122,47,94,10,41,38
9123,100,1,19,32,31
9124,90,19,74,82,69
9125,52,59,42,29,21
9126,23,62,11,75,41
9127,53,100,21,57,95
9128,95,7,13,37,42
9129,67,72,9,23,70
9130,91,12,8,62,84
9131,43,66,20,30,50
9132,74,22,92,32,64
9133,53,62,35,52,7
9134,60,67,44,43,2
9135,33,10,53,53,95
9136,6,83,22,97,84
9137,84,61,79,49,6
9138,55,46,78,91,68
9139,37,30,41,62,90
9140,82,95,60,27,63
9141,45,41,80,65,50
9142,74,39,17,93,98
9143,82,76,80,98,53
9144,69,48,56,23,88
9145,18,98,20,37,35
9146,94,90,90,87,82
9147,61,41,43,13,25
9148,9,29,85,91,84
9149,71,39,65,53,17
9150,17,80,50,55,27
9151,2,3,45,98,59
9152,5,77,57,93,61
9153,79,41,85,20,22
9154,84,13,96,89,79
9155,39,69,79,85,96
9156,52,11,89,14,89
9157,96,11,22,81,67
9158,55,59,35,63,38
9159,53,20,19,14,88
9160,92,3,20,4,40
9161,9,98,46,11,10
9162,33,98,19,25,16
9163,52,39,93,1,57
9164,63,64,90,94,74
9165,87,48,29,89,70
9166,9,43,84,20,56
9167,19,90,90,83,18
9168,84,78,7,14,83
9169,38,11,69,42,80
9170,61,39,81,18,47
9171,89,22,67,82,60
9172,10,24,0,25,9
9173,29,87,21,1,45
9174,94,96,8,89,97
9175,37,39,21,50,7
9176,39,90,52,47,78
9177,30,78,87,57,94
9178,66,40,71,98,60
9179,100,18,69,84,61
9180,52,98,14,64,52
9181,72,17,2,24,11
9182,72,69,31,53,85
9183,95,42,53,14,41
9184,80,39,5,92,58
9185,38,95,41,72,92
9186,57,39,71,51,50
9187,76,26,64,92,37
9188,19,94,96,12,9
9189,92,84,6,46,57
9190,73,89,66,100,75
9191,75,85,97,33,9
9192,23,14,13,16,49
9193,88,44,50,94,85
9194,55,75,5,33,30
9195,32,19,76,67,69
9196,23,55,45,5,3
9197,88,32,50,28,5
9198,27,44,96,24,23
9199,69,11,15,36,73
9200,19,3,3,86,13
9201,17,86,86,87,73
9202,56,68,6,45,15
9203,52,67,90,95,19
9204,1,52,82,90,89
9205,56,43,39,3,30
9206,82,5,90,56,46
9207,13,83,13,38,28
9208,52,91,49,56,2
9209,17,10,13,62,70
9210,80,72,11,64,54
9211,83,0,34,10,90
9212,22,91,48,89,35
9213,27,58,90,52,44
9214,96,75,13,91,58
9215,34,74,41,69,85
9216,4,43,35,74,51
9217,82,42,58,52,25
9218,78,99,14,45,40
9219,101,74,71,51,94
9220,69,60,42,59,10
9221,7,26,64,86,82
9222,1,83,11,38,63
9223,65,27,19,27,10
9224,0,71,96,91,81
9225,3,29,33,8,38
9226,7,4,91,3,42
9227,81,84,4,2,70
9228,22,77,57,28,86
9229,45,78,9,78,74
9230,71,48,20,72,83
9231,28,81,50,74,23
9232,28,40,5,70,34
9233,9,48,49,58,17
9234,38,19,44,63,10
9235,24,25,60,20,13
9236,10,76,54,46,55
9237,79,40,77,24,55
9238,20,23,51,3,77
9239,66,46,4,14,72
9240,39,43,10,34,37
9241,9,62,64,20,63
9242,21,34,82,32,63
9243,28,91,12,17,22
9244,81,80,9,96,64
9245,64,13,64,34,11
9246,61,13,88,67,34
9247,8,52,4,4,68
9248,9,11,55,9,56
9249,38,24,60,41,75
9250,80,33,11,78,40
9251,8,83,44,87,17
9252,47,34,29,21,11
9253,8,70,99,63,37
9254,96,35,60,54,87
9255,79,85,57,56,5
9256,41,39,61,11,34
9257,74,39,65,76,48
9258,20,63,52,29,100
9259,91,6,32,62,35
9260,16,7,0,92,82
9261,81,11,63,99,12
9262,52,84,81,19,32
9263,64,5,18,42,100
9264,81,85,60,28,49
9265,64,50,97,27,74
9266,50,91,59,70,49
9267,28,21,15,10,51
9268,16,12,25,39,70
9269,36,89,78,30,35
9270,66,70,88,6,26
9271,17,25,7,86,29
9272,4,48,27,94,76
9273,97,13,97,54,51
9274,17,76,46,42,62
9275,44,30,25,16,67
9276,78,34,13,1,55
9277,31,30,47,88,44
9278,92,1,64,36,46
9279,10,89,38,33,66
9280,51,7,35,65,39
9281,57,31,26,92,62
9282,45,83,86,21,85
9283,18,39,94,55,99
9284,74,78,70,6,91
9285,99,44,16,92,63
9286,72,16,31,15,26
9287,51,68,35,7,30
9288,25,39,39,91,96
9289,26,7,74,12,5
9290,81,85,39,15,99
9291,20,11,62,16,61
9292,23,27,76,11,29
9293,17,53,7,87,58
9294,41,25,28,75,23
9295,75,69,97,68,97
9296,37,65,5,50,80
9297,87,1,15,70,49
9298,40,49,55,75,78
9299,18,50,5,77,22
9300,22,89,37,85,23
9301,51,82,40,100,85
9302,40,35,19,65,99
9303,97,87,36,65,23
9304,0,92,43,93,6
9305,87,39,47,21,97
9306,75,68,74,21,31
9307,6,75,54,7,79
9308,52,0,84,54,86
9309,41,60,97,99,99
9310,63,13,56,96,31
9311,6,28,41,32,11
9312,73,99,90,15,66
9313,35,34,27,52,29
9314,53,7,75,56,59
9315,56,92,46,84,72
9316,43,77,84,23,52
9317,37,30,53,72,79
9318,77,100,99,3,95
9319,43,12,20,15,30
9320,49,27,81,61,4
9321,98,48,87,32,23
9322,49,64,64,55,47
9323,81,37,97,1,85
9324,95,48,9,9,31
9325,100,1,25,38,78
9326,6,6,71,58,14
9327,28,22,57,51,52
9328,56,30,74,34,90
9329,99,88,43,97,54
9330,76,46,44,36,28
9331,28,0,98,13,50
9332,66,49,88,74,31
9333,87,93,98,91,27
9334,76,53,54,91,37
9335,10,30,84,2,29
9336,42,100,29,96,69
9337,81,40,54,58,67
9338,66,35,1,24,96
9339,85,74,88,55,71
9340,96,64,16,34,10
9341,36,86,82,74,11
9342,84,88,18,73,20
9343,30,85,47,63,51
9344,23,84,54,94,62
9345,45,99,94,29,69
9346,42,51,66,72,97
9347,35,38,62,12,60
9348,75,2,25,29,74
9349,51,95,90,100,22
9350,54,82,33,56,6
9351,70,62,20,78,97
9352,98,32,25,5,8
9353,81,95,37,97,10
9354,10,27,37,35,66
9355,66,92,28,4,79
9356,4,30,7,65,60
9357,16,55,22,64,77
9358,50,47,83,5,95
9359,17,76,36,25,43
9360,27,71,35,4,25
9361,96,52,66,61,11
9362,18,9,10,95,40
9363,75,23,24,4,4
9364,1,69,85,77,28
9365,16,43,28,71,74
9366,82,0,82,30,61
9367,64,39,77,19,26
9368,9,10,11,52,43
9369,73,60,89,7,80
9370,64,19,3,73,12
9371,53,2,93,68,55
9372,98,2,79,66,81
9373,45,44,71,19,72
9374,43,51,13,72,75
9375,39,54,41,2,65
9376,32,31,18,96,99
9377,7,72,32,12,85
9378,74,57,74,70,74
9379,88,20,85,88,101
9380,23,30,55,78,4
9381,77,22,28,32,16
9382,26,29,28,27,44
9383,2,41,29,19,4
9384,62,26,52,60,8
9385,29,25,2,14,85
9386,98,69,3,61,32
9387,41,86,27,2,36
9388,101,82,63,96,82
9389,52,17,87,83,35
9390,76,63,64,57,47
9391,81,99,50,34,83
9392,41,60,4,99,30
9393,9,43,27,49,72
9394,5,30,35,89,61
9395,42,40,70,97,87
9396,5,78,76,14,9
9397,18,72,9,45,52
9398,29,11,98,32,50
9399,25,91,55,26,83
9400,78,46,51,80,33
9401,35,71,15,63,12
9402,74,4,56,24,61
9403,85,93,70,9,64
9404,61,47,49,87,2
9405,7,15,36,6,98
9406,41,94,56,83,57
9407,77,79,41,64,48
9408,52,27,56,35,85
9409,31,86,61,10,56
9410,37,90,58,34,23
9411,14,11,79,7,14
9412,63,10,82,20,94
9413,48,97,54,9,29
9414,6,31,51,37,37
9415,0,88,98,32,16
9416,89,94,45,1,46
9417,98,48,86,24,2
9418,20,87,42,54,99
9419,76,22,49,42,90
9420,45,43,6,39,58
9421,15,70,75,65,29
9422,49,25,72,20,58
9423,9,75,58,36,44
9424,27,45,27,67,95
9425,47,101,20,1,25
9426,86,53,74,74,28
9427,48,80,78,75,43
9428,98,98,21,87,8
9429,69,44,96,52,3
9430,46,11,60,1,7
9431,2,43,89,17,57
9432,26,87,79,73,49
9433,74,46,78,33,31
9434,35,91,86,19,79
9435,101,66,79,89,20
9436,59,76,78,54,93
9437,93,21,38,94,91
9438,28,71,77,86,37
9439,32,6,98,97,65
9440,79,51,59,16,35
9441,45,75,62,17,96
9442,76,72,91,10,28
9443,84,73,39,45,5
9444,56,75,13,27,85
9445,66,82,44,46,96
9446,84,5,41,89,92
9447,28,2,21,83,42
9448,24,0,2,29,51
9449,60,5,95,57,87
9450,53,27,55,48,67
9451,4,48,67,12,54
9452,71,91,25,50,83
9453,11,17,6,68,61
9454,25,32,76,49,15
9455,31,12,79,72,21
9456,42,1,8,37,65
9457,8,30,99,57,44
9458,9,13,9,72,62
9459,49,93,56,37,79
9460,33,60,15,59,7
9461,79,65,63,56,60
9462,41,69,33,55,37
9463,27,12,38,8,30
9464,57,70,51,43,0
9465,27,34,45,74,83
9466,59,68,11,32,98
9467,34,76,78,33,34
9468,56,69,80,67,52
9469,19,100,93,81,66
9470,7,35,47,27,86
9471,8,7,73,42,35
9472,44,2,13,31,3
9473,98,46,38,84,85
9474,62,5,89,63,90
9475,62,44,30,13,57
9476,90,39,11,17,19
9477,89,26,50,96,16
9478,84,18,76,40,30
9479,86,90,54,75,46
9480,14,70,24,79,50
9481,83,95,70,8,90
9482,81,5,71,53,21
9483,3,43,77,73,74
9484,69,75,65,75,1
9485,74,56,84,89,85
9486,12,9,92,38,34
9487,20,89,35,97,14
9488,21,7,86,23,88
9489,11,56,20,39,73
9490,37,75,18,75,62
9491,72,32,40,16,25
9492,24,88,59,11,76
9493,25,40,68,95,92
9494,78,10,3,71,94
9495,31,26,53,39,100
9496,55,45,16,34,3
9497,84,82,16,59,97
9498,73,81,9,41,18
9499,60,96,16,8,45
9500,64,37,49,15,93
9501,95,5,95,100,58
9502,101,73,24,4,66
9503,50,76,60,68,100
9504,48,12,49,83,76
9505,55,10,68,1,97
9506,7,57,88,54,74
9507,75,81,33,5,35
9508,46,86,56,57,68
9509,24,68,70,14,66
9510,82,54,58,43,12
9511,54,7,92,86,82
9512,2,45,28,74,75
9513,17,36,42,86,26
9514,13,76,58,42,45
9515,20,10,74,88,76
9516,29,37,63,50,95
9517,72,45,83,36,83
9518,99,83,87,63,19
9519,21,23,13,52,59
9520,47,30,83,15,29
9521,89,91,3,65,69
9522,79,51,72,11,29
9523,77,55,81,87,35
9524,66,79,84,100,64
9525,21,25,20,56,3
9526,26,93,53,76,4
9527,71,3,21,46,79
9528,4,69,49,23,9
9529,68,69,50,44,8
9530,58,97,11,77,33
9531,46,98,62,69,85
9532,21,10,67,4,32
9533,0,38,1,2,88
9534,21,79,62,19,6
9535,73,66,41,17,75
9536,75,60,63,78,93
9537,63,79,75,21,22
9538,19,14,19,16,48
9539,63,95,65,74,21
9540,66,35,51,51,100
9541,11,74,41,45,62
9542,96,3,81,27,22
9543,51,31,55,75,41
9544,27,37,21,69,32
9545,40,1,85,2,48
9546,13,5,48,8,16
9547,32,83,50,36,67
9548,48,23,66,87,95
9549,21,24,93,75,24
9550,90,45,91,22,8
9551,79,59,37,23,6
9552,51,29,97,59,19
9553,3,86,17,29,0
9554,75,78,46,15,48
9555,6,18,21,76,22
9556,21,31,41,67,2
9557,9,16,60,50,9
9558,33,81,53,33,81
9559,82,28,100,100,68
9560,4,77,89,78,45
9561,53,50,100,35,26
9562,7,42,93,64,74
9563,23,42,20,92,86
9564,69,30,68,9,46
9565,15,93,18,64,50
9566,36,92,22,69,70
9567,88,96,13,32,95
9568,79,81,62,11,45
9569,38,10,54,69,44
9570,28,6,75,81,30
9571,29,37,81,9,59
9572,46,69,47,78,95
9573,26,76,93,77,43
9574,73,2,79,4,92
9575,70,67,66,4,3
9576,28,67,58,79,87
9577,27,99,89,65,51
9578,30,59,34,2,83
9579,45,1,78,2,37
9580,11,28,24,55,9
9581,81,20,81,17,32
9582,76,85,27,86,3
9583,100,11,34,52,72
9584,12,52,93,13,90
9585,90,68,33,84,23
9586,91,28,85,10,87
9587,26,55,61,43,74
9588,11,70,71,74,100
9589,58,25,20,47,67
9590,34,92,62,64,24
9591,35,78,71,21,69
9592,21,29,52,39,51
9593,74,63,76,93,89
9594,38,95,100,78,64
9595,2,30,31,66,44
9596,79,38,26,75,15
9597,48,64,77,54,17
9598,29,17,43,69,67
9599,21,93,33,88,57
9600,5,80,98,96,7
9601,54,19,85,53,29
9602,72,16,6,31,39
9603,51,6,7,76,48
9604,65,3,2,57,56
9605,48,68,26,78,44
9606,77,8,66,84,12
9607,86,74,78,98,89
9608,33,24,93,24,31
9609,36,67,88,64,98
9610,72,61,73,34,93
9611,32,32,46,14,17
9612,6,54,2,59,57
9613,80,71,53,92,44
9614,78,60,26,40,54
